"Region","Zone","Type","Year","Season","Month","Day","Hour","Latitude","Longitude","Altitude","t2m","ws","wd","tp","blh","ssr","CVD60","no2","o3","so2","co","pm10","pm2.5"
"East of England","West Midlands Urban Area","Traffic Urban","1992","Summer","02","22","12",51.9131037497758,-1.98886616698587,93.6469987022915,282.070510139412,11.419926200333,233.402622862721,0.000680487784711355,1751.97445823718,1914793.20012282,0.101030253526253,76.3225809987431,17.7273217245206,13.7956696347314,1.41269352377646,36.5554359263296,18.6393330403623
"South East","West Midlands","Traffic Urban","1987","Spring","12","24","03",51.5093509854851,-1.30948473255678,15.8074492055852,279.640981131715,4.02260212251856,206.648280721164,0.000222421650372246,407.348468877606,-1101435.81255431,0.213976387285056,76.2424898422106,17.7524834933948,13.7961768356434,1.44398363575664,36.4600168597009,18.6419301808561
"East of England","Eastern","Traffic Urban","1996","Spring","08","18","07",53.3746541740365,-2.62411437649351,14.5547753918519,288.164089112312,4.21850288474645,146.895618936321,0.000662560725655925,339.467064831636,-117415.581749231,0.166760241338859,76.3523139343969,17.7591911532968,13.8097650996893,1.43397958159265,36.4145204551949,18.6405907302536
"Greater London Authority","Greater London Urban Area","Traffic Urban","1983","Summer","08","19","23",52.8906751701511,-1.38148504377067,154.792927976213,291.508798639529,4.91995843737395,83.0592030547877,0.000943603913284181,505.965405672544,4108679.42896818,0.139928255987792,35.3133555006235,17.753513667838,16.6308027633198,2.34591397160682,36.4667191364283,18.6380202569291
"South West","Greater London Urban Area","Background Urban","1994","Spring","02","02","10",52.7206360187324,0.678458068276552,117.628424785071,273.298091612677,-1.3108335459523,32.7610091672923,0.000495573688511319,-243.558186526838,815549.202671204,0.214519539664725,75.7571940771459,4.05355916789781,17.0018556795649,1.1011035904661,45.9016673423178,18.6427387456178
"Yorkshire and The Humber","Eastern","Background Urban","1989","Winter","04","22","13",53.1380824678957,1.05247795697036,2.95280629890284,283.98087183886,3.80839646714963,288.032264007959,0.000694734888717357,476.497250812527,4569130.06146018,0.142958919394456,76.3049482237694,17.7519769060296,13.8211614026353,1.44170245770139,36.4755727359211,18.6461752833918
"Greater London Authority","East Midlands","Background Urban","1997","Summer","08","14","06",50.7841676562711,-4.22498549225359,135.506641921957,293.921263499512,2.37579599650761,258.145164400757,-0.00260182789702527,160.689194305636,179865.22069392,0.116204699780493,76.2933222872874,17.7491405367888,13.8119094920423,1.44148655549337,36.4788683420031,18.641788027757
"Greater London Authority","Eastern","Traffic Urban","1988","Fall","12","09","02",53.6931583268036,-3.2042901407127,29.4611568825491,282.476512417697,5.61722376606363,292.884872735898,-0.00131200627405092,880.204202919716,1413018.70517863,0.199847279835949,76.3425604222688,17.7406033086772,13.8077766200509,1.44239980093526,36.4764555204839,18.6351604696498
"West Midlands","East Midlands","Background Urban","1994","Spring","12","27","11",52.9769915327726,-2.91866911332183,25.0578956156981,281.486352495673,4.80910320017991,246.744031225477,-0.00451294688178519,510.0968253956,2196801.48880169,0.230102062612042,76.348578951101,17.7321684861074,13.8254368754261,1.44216855342465,36.495585209905,18.6466892455866
"East of England","Eastern","Background Urban","1982","Spring","08","08","17",53.5615513682369,-2.74181750598482,75.4029177816465,290.098916285305,5.72211535796823,278.993352519977,0.00072909326443396,2159.24493030142,7664524.57179825,0.154702169107208,76.4032375469955,17.7428154383718,13.8024712686381,1.44260914663024,36.4704395325414,18.6361822890532
"South West","North West & Merseyside","Background Urban","1987","Spring","01","24","05",51.7401245451529,1.3631402398843,73.2191900860332,270.039583512074,-7.50417921564377,78.426112331824,-0.000564474199703828,-782.251199169956,32079.0368720776,0.187177561064342,76.3828315267683,17.7610023121002,13.8018430118536,1.44087343520466,36.4858445911803,18.6389016466812
"East of England","Greater London Urban Area","Background Urban","1998","Summer","07","02","06",50.2788018271744,0.0619863076418408,52.3240563815577,285.164350151565,3.58820936800221,21.8509065596428,0.000547803592435616,178.584947174145,117569.467250575,0.11259645126796,43.9292761801419,11.0475517892023,2.17537332160055,0.720992489425904,27.8042242288157,18.6482428300208
"Greater London Authority","West Midlands","Industrial Urban","1996","Winter","04","16","01",51.8740177792342,-1.31450891180101,40.1574453406758,276.832460672082,3.51457848198239,178.641342053216,0.00172643547160995,70.1399213716413,1375156.60146741,0.137959357456601,82.1550817181157,18.8395217102841,15.413018193502,1.75296828696977,35.9832644459697,18.6398058126157
"North East","North West & Merseyside","Industrial Suburban","1988","Summer","01","25","08",51.3777630952845,0.0203700977880164,95.0775107404922,276.898554437075,2.20080075908108,151.546642756317,-0.00851056017706802,-247.479653911797,319045.129073043,0.119351902312323,76.3107469966392,34.2721723786461,13.8012473049048,1.44148567430455,36.4725589965696,18.6454245514246
"North West","West Midlands Urban Area","Background Urban","1985","Spring","08","23","10",55.0558127632832,1.58609857249017,145.124057260523,284.997574017975,6.07050183745962,205.953456626291,-0.00123657249423137,1097.18829804836,3454308.71316719,0.186779993435979,76.3243569855256,17.7384505500619,13.8040848777439,1.44184524243797,36.4851540092725,18.6398078694383
"Greater London Authority","North East","Background Rural","1999","Fall","01","02","15",51.9576044974491,-0.401000655598855,28.206077549403,280.670246292366,10.0532239379129,205.004960987989,-0.00121508347066573,1187.90454885014,1712121.6981254,0.166100036830806,76.3177536682321,21.2776903529029,16.3442551318788,1.44083517309118,36.4639248651188,18.0019197599659
"South West","Greater London Urban Area","Background Urban","1990","Fall","05","29","21",52.1900589103481,0.991762930311397,183.668040284095,285.653305202588,1.53530004086084,202.107991920788,-0.000117892348537308,899.066207321839,5870693.66924701,0.20439107518322,65.50261687595,23.3087117340314,11.7134413625523,1.50476229725774,36.4821651141769,18.6409024408173
"North West","South East","Traffic Urban","1999","Fall","11","31","01",53.6927854550214,-2.58425103847932,-8.95072708665877,276.614220739594,7.16691784263844,247.627332185965,0.0028223422259281,504.577632887244,-393806.475737796,0.162876070337676,63.2353523449076,17.7664739262538,8.82861745786808,0.938262991924006,34.3859329270833,18.645149910392
"East of England","North East","Background Urban","2000","Summer","10","20","00",53.1725855450039,-2.50084162562529,229.970047218055,281.024506455026,5.55064779439594,174.885001982587,0.00230750125324381,586.22729732075,7608556.61734381,0.161200597476625,76.3058562916723,17.7395085613203,5.50001301447968,1.4409734687444,36.4856951053756,18.6464296240863
"West Midlands","West Midlands","Industrial Urban","1989","Winter","11","13","20",53.2345444744076,0.126108844347983,130.477998268199,278.431363714878,1.48527857119776,179.773712532015,-1.93732640024979e-05,-8.56036328623037,1289904.47686537,0.206005579843021,87.9038923801148,18.917387314909,18.5123372584045,1.58310406884811,35.9832637663792,18.5858953106545
"Yorkshire and The Humber","East Midlands","Background Rural","1992","Fall","09","04","12",55.5387752596042,-0.089448300139727,30.9308401623328,283.993998970025,10.1657202399646,299.794552028487,0.00204769947318523,209.532813762379,1219009.68608322,0.152730415232887,69.2337325633392,6.08544385501362,17.1373430157782,1.44107150337026,36.4534093553851,18.6396199609462
"South West","Greater Manchester Urban Area","Background Urban","1992","Winter","12","24","02",52.6387526645543,-0.115942855769502,-117.665406476798,269.691176176083,1.23739251882168,76.6157226637737,-0.00376108944344478,-109.422914579643,2279427.20845747,0.233457153369051,87.183568305761,17.7497415136474,13.8168982152211,1.14525799558247,36.4689480728378,18.644006725209
"Greater London Authority","South East","Traffic Urban","1988","Spring","11","22","12",54.6825711441354,-0.586133072725351,27.854335948563,272.226365428357,3.86181054603402,313.478541137986,0.00420237410138641,753.693150813732,-2367901.35053988,0.153550570263283,76.3206650620919,17.7535371543297,13.8137862970485,1.44121018678802,36.4944895353231,18.6351604528096
"Greater London Authority","Greater Manchester Urban Area","Background Urban","1992","Winter","08","24","13",52.7417086075514,-1.75674080358117,32.1039786019203,290.524268509358,5.54157241070325,225.40007942356,0.00723987588772223,803.980042938461,5402906.61974844,0.211775698124788,80.8268911176677,17.7495544487848,13.8168977556927,1.9104689153269,36.4689470173064,18.6495480585708
"Greater London Authority","Brighton/Worthing/Littlehampton","Background Urban","1989","Fall","03","07","20",50.7288234146279,-0.018642430473421,183.094421844279,284.75195908004,3.72380000896433,277.789872378008,-0.00144078942473058,459.494126586431,4770325.85550853,0.180650944847696,76.3560812381917,17.7617906599921,13.8230099868367,1.43997298352586,36.4668842991368,18.6490293285274
"Yorkshire and The Humber","East Midlands","Background Urban","1981","Spring","06","24","04",49.8259712835163,1.08008069754011,93.0741060225745,289.80472445537,3.16242982563785,-86.3930777979674,0.00078750162841309,25.4039821224501,22.3304769449967,0.177099193929583,76.3374532888449,17.7179316929417,13.8050026016546,1.4412828854068,36.4631002180899,18.6429514988878
"East Midlands","Greater London Urban Area","Background Urban","1994","Winter","07","18","13",53.2070636617578,0.337091616576205,-92.013646062674,288.738111419929,3.68602255383954,78.9148874226968,0.000924628147318609,686.221053158773,10962470.2588142,0.227715074691666,75.2491447859238,11.8398588967697,18.7675956128183,1.03653540517137,36.2353213713209,18.643254973462
"South East","The Potteries","Traffic Urban","1981","Winter","05","17","11",51.2691671083933,-2.86968329915762,84.3519629271393,283.969799590911,7.77014164657353,172.2170506865,0.00271624757590571,1474.80297679132,2477082.15156551,0.14762512390166,48.042767062652,38.8871347596897,17.383466689174,1.64156207643581,43.686697530414,18.6273367274631
"Yorkshire and The Humber","East Midlands","Traffic Urban","1998","Fall","08","15","08",52.4928556982701,-0.599695063641313,-18.0318511371761,288.406826200589,4.6905511388899,273.922848792548,0.000555533904078097,581.592283364946,240453.734806668,0.187449016788495,69.9188162299927,17.7240936759772,13.8360500743358,1.44119804173397,36.4746446123267,18.6345411754244
"Greater London Authority","Greater London Urban Area","Background Urban","1995","Winter","05","21","11",54.5319851690703,-1.16530534450133,-81.8870467376528,285.606593725746,3.70953631304993,110.650036106997,0.000624998974806041,1212.52878583234,4809398.15099546,0.218902337272691,63.0656792682953,12.3567652655057,21.7182121141978,1.06053501306856,32.5251805718245,18.6445241071041
"South East","Yorkshire & Humberside","Background Urban","2000","Summer","12","09","01",52.8515517926184,-1.07385260405555,138.795400304928,277.493591860624,3.77790859114827,218.312588719415,0.00824697410581572,623.377586654807,-2241179.89501184,0.194528097603812,33.9349689192187,25.5801781308717,-0.583223617582814,1.44124104600005,35.55723742433,17.7312901316426
"Greater London Authority","Greater London Urban Area","Background Rural","1988","Fall","08","25","06",52.1061188641001,-1.40351707335123,112.06590918249,286.580884992204,7.80985001002631,278.232644777309,0.00018403325431214,894.569005142694,21005.9453169766,0.156532896035439,69.3697039658197,56.3790869278449,21.6645816390177,1.11918462813413,35.629331821491,16.8792580161649
"West Midlands","Reading/Wokingham Urban Area","Traffic Urban","1991","Winter","10","15","15",50.1816837845716,-2.72881740212449,27.6881224639715,288.169046559298,1.5643080270626,266.609345661103,-0.000538499003687597,790.474075368944,2205727.80096573,0.190310531536798,69.9210989802435,19.0703525257018,8.75618292011162,1.26979419032957,39.0509955715536,18.6253525704784
"North West","Eastern","Background Urban","2000","Fall","02","29","09",51.5025711474656,-0.77512050378294,182.464312091557,280.119409818407,8.8922567289405,225.047463316392,0.00193908782661651,834.882968596044,-178715.140972883,0.2149136016228,74.7420896276749,81.992991965469,-10.0685580565038,0.400245206246531,22.8416049273486,18.6359216769088
"Greater London Authority","Southend Urban Area","Background Urban","1984","Fall","02","15","16",51.7670372949181,0.473280801078394,35.0851710720046,275.117160777137,1.63786361453208,73.6730212592077,0.00142931903410463,513.422166322261,560597.994766482,0.127525115015704,76.301246936727,17.7856350040343,13.7701051707819,1.44173690814326,36.508154896095,18.6395427444799
"Greater London Authority","Sheffield Urban Area","Traffic Urban","1982","Winter","05","17","11",53.2476355950463,0.821747511338284,-80.580714239897,291.134874242652,2.6757567485081,245.948223446086,0.0051936858170386,165.494855874684,283391.381874816,0.15269381682376,84.3325015122348,16.874542276067,26.6215513021364,0.933528130188372,35.3195124532614,18.6437980975365
"South West","Kingston upon Hull","Background Urban","1984","Fall","08","30","23",53.0117075704649,-0.59326572197244,138.114410611798,288.936638976834,5.83256471904844,276.335304684256,0.00269035539882139,669.400570261224,2401741.91651638,0.202500934075388,76.0769548642908,17.767823455686,13.8294018237062,1.44188907100882,36.4799505041119,18.6495077317653
"West Midlands","Greater Manchester Urban Area","Background Urban","1982","Spring","02","26","17",52.4599383618082,-2.08121086814044,4.52611276591979,286.876780771652,18.732210084661,143.135559683097,-0.00111063597231247,1965.67048494834,5589234.21773813,0.105312404079752,76.3092863496169,17.7477845162122,13.8094485481185,1.44163528869389,36.4768818217685,18.6365339842147
"West Midlands","South West","Traffic Urban","1988","Fall","03","18","21",52.6553580600047,-1.89366613143077,72.9489699974977,279.377848988594,5.78680424224773,170.210205128384,0.00413252580415943,604.028744183817,183459.888590464,0.0897776721611259,76.3988220857999,17.7595193652132,13.8131022134598,1.44203920680764,36.4799830182556,18.6365010691447
"West Midlands","South East","Industrial Urban","1993","Summer","10","29","21",52.1049132978543,-1.92842918624692,-16.3837692875727,283.713268897587,4.38405901908185,53.5844464987428,6.5941520119879e-05,468.285465578832,7048760.93042526,0.19295840934315,59.7351436564978,37.5061249055637,12.4828092379962,1.95966009692612,37.2788364179309,18.7108026188837
"West Midlands","North East","Traffic Urban","1991","Fall","05","25","15",52.4790522866913,-0.44227766915335,-48.4945946376177,289.106745676769,1.76833287120421,318.86407778969,-4.00551009775753e-05,1415.97875385781,9193841.32664401,0.167106045831384,76.3153849737317,17.7333984504443,13.8000406420907,1.44157121992598,36.5030207053533,18.6339999941877
"Greater London Authority","West Midlands Urban Area","Background Rural","1992","Fall","06","19","01",52.7628109169543,-1.46884013128272,98.5657547441731,285.249879814,5.48902923175388,271.103038063263,0.00151990021557983,571.119009621129,7337190.89682353,0.182663220616137,37.4244373577617,10.762354724319,12.28928915048,1.29532769009688,32.5328353775248,18.0169606266701
"East of England","Southampton Urban Area","Traffic Urban","1987","Fall","01","16","11",52.9713980233331,2.37257758547566,-14.3154673423205,277.396927107862,8.82556350100317,69.4686284042797,-0.000498540316448081,838.38369078029,618223.346080437,0.175597196250805,71.6397683132954,15.6044214664227,4.85401320432979,1.13154662887891,34.5564877153406,18.6517502000086
"South East","North West & Merseyside","Traffic Urban","1989","Fall","09","23","00",54.5914335844355,-1.50863446993725,15.7651076608578,285.975912683478,8.64972856821796,266.055805166422,0.000174098914829117,761.418410578813,8543620.96754752,0.160823003891698,76.3382508795229,17.7513942105595,13.8450562553257,1.44141867497381,36.4877325316261,18.6423521266107
"East of England","West Midlands Urban Area","Background Suburban","1983","Fall","03","07","12",51.1366304967968,-0.999234519920668,122.373924229632,279.846305831223,1.8682619592273,283.008119738348,0.00390866052909829,945.962478868712,191827.887376478,0.145521770300674,44.0684448537356,19.3544247316173,35.2536772795846,1.26520002568338,31.9885298771557,18.6140242894013
"South West","Coventry/Bedworth","Background Urban","1988","Summer","11","06","00",54.1767842754,-1.43340054945898,-154.451881503574,274.364026731227,1.65545609139896,111.685373634539,-0.00110022451629275,-55.1933361744828,5450841.27583042,0.131255703628309,77.2742877689956,17.7075583798219,13.8180850013573,1.44189445009946,36.4233135676181,18.6454763414033
"East Midlands","South East","Background Urban","2000","Spring","11","10","12",53.2327179223003,-1.9665110445833,-17.5609881075064,277.762376435755,4.87007116342004,323.824244967254,0.00420315714411212,714.424003229509,412210.415455827,0.19548359277119,76.3171612712712,17.7589122882385,13.8218550647995,1.35210170382538,35.8805071122262,18.6480736546512
"East of England","South East","Industrial Urban","1986","Summer","12","03","15",50.6273922619577,-0.143499319109011,190.221168107921,279.311861241529,5.962843004188,203.220258459446,-0.000499125996955106,941.523225657187,1032944.62904967,0.214152127041296,73.9413157666324,42.3760835524284,12.7770786010385,1.46454932778446,37.2788367960675,18.6378520344141
"North West","Greater London Urban Area","Traffic Urban","1997","Winter","07","01","14",52.1179303071469,-1.82583592348253,60.9292289029244,292.019680503074,8.50056742188729,297.396070394051,0.000530420979737826,1499.43981610732,4455193.89980047,0.211993947861586,38.4534832271565,15.4979921639887,17.6047177980309,1.12478876937281,33.5724883379473,18.6364657465405
"North West","North West & Merseyside","Background Urban","1995","Fall","10","26","06",51.7038973691366,-1.1775093893992,-80.3953440783753,280.925595526855,9.02181921770913,200.141177857462,0.000475627457630326,972.902733144027,-77311.8233641522,0.185907468769648,76.3253368023119,17.709459723519,13.8563072773888,1.44222803303986,36.4961236436152,18.6435546901895
"South West","Greater London Urban Area","Traffic Urban","1982","Fall","08","30","18",51.3470262312437,-1.52525905321918,57.2202627583682,292.094152795024,8.18590447313515,283.756156357736,-0.000158468255554091,1186.85176596421,4145833.80757428,0.200385223235284,65.8678442420827,17.7476676230778,7.22992882138031,3.98765761822438,36.489584312767,18.6402675607136
"South West","Eastern","Traffic Urban","1991","Summer","12","25","19",50.6361384862071,-4.64073580488036,65.214899633217,277.64630381534,1.50432637426005,242.100313121263,-0.00122169524130371,239.250967833918,1350369.84768564,0.160786259370344,76.4327902858277,17.7292311523265,13.8102186293253,1.44276947912191,36.4697063903448,18.6419001314005
"East Midlands","Greater London Urban Area","Background Urban","1990","Fall","09","25","11",51.8628382660604,-0.384068465367117,-3.97034291550024,288.259847645391,4.66383437242307,350.522741354077,0.000586095025063271,851.123501040031,4151613.8218761,0.200733136802122,61.0737078816199,17.5002585365929,8.47752888398997,1.38308081736484,36.4821661744692,18.6398611356317
"East of England","North East","Traffic Urban","1985","Spring","09","28","12",51.9318743986083,-0.987408842672959,3.65538116312977,289.554156625038,2.58035265843379,122.686235621168,0.00104447520147269,1111.13850561568,5815250.22042488,0.0940420033540884,76.3077473553939,17.7006262572484,13.8010130347043,1.44099747275017,36.478995837697,18.6384111368075
"Greater London Authority","Greater London Urban Area","Background Urban","1987","Winter","02","23","10",52.0632845319392,-2.22449560049511,58.0957676317362,270.010814215988,-0.321663735069073,57.7823743291128,0.00218346763304176,-138.939294599321,-305672.385239964,0.187392672787403,79.2863655256381,17.7402940359987,13.8135544130479,1.44186975053872,36.4752332160489,18.6416600735082
"North West","Leicester Urban Area","Background Urban","1994","Summer","09","27","22",50.021219744711,0.487192519168972,132.116301544123,287.138512445423,2.84835509869848,315.813985423515,-0.000651743641029819,415.98219272038,6162658.43550981,0.144160236769025,58.5336517898643,51.0035582990628,49.9490031993678,1.04573652424484,20.9073538767202,18.6436954743678
"Greater London Authority","East Midlands","Traffic Urban","1985","Fall","09","18","14",52.9624005171667,-2.7254236039845,-9.49073021928818,291.084035078627,3.7493539556314,159.869288013497,-0.00115073842180309,994.570628794649,7720954.48498773,0.166140162096398,76.3421643923226,17.7665175936403,13.8153317756178,1.44290089381901,36.4879259896822,18.6406691064891
"East of England","Greater Manchester Urban Area","Background Urban","1991","Winter","07","10","17",53.32067164127,-3.35553079968669,121.712395985927,295.810462182664,7.56365193704555,157.71609446474,-0.000359157897137481,2826.44402272431,8654010.90785946,0.196691694821902,39.657899482505,17.7492111986023,13.8208160034371,1.31530286507259,36.499956334745,18.6500291891661
"Greater London Authority","Blackpool Urban Area","Traffic Urban","1987","Spring","06","07","08",53.3715497995041,-2.02077999710281,-95.9178185491512,282.947670679932,12.0086539920436,246.209965377695,0.000970947848131423,1220.12395653377,-154271.128483091,0.153103503663323,2.6888815596336,29.0642815994056,11.9923009852732,2.06175248948412,38.6867653530767,18.641960472143
"Greater London Authority","Greater London Urban Area","Industrial Urban","1982","Fall","12","05","15",53.349334935587,-2.62931333476999,229.077149409365,275.144205428471,4.45717531044265,237.145889322371,-0.000284031728872687,413.953530300119,956817.934326007,0.22932190231771,76.268720103173,17.7348590218616,13.7984252383666,1.4746334063619,36.4851924970728,18.6437644875831
"Greater London Authority","Greater London Urban Area","Traffic Urban","2000","Winter","12","14","02",52.6791715080046,-0.214326866870174,126.333224323008,273.501190165218,-0.0117238392713022,254.06894086401,-0.00864080415589883,-44.284997519559,4601739.48251549,0.123304061933803,125.410352819052,13.4142787180101,2.95465495346807,2.10017046948792,48.7722379190186,26.7613736371382
"Greater London Authority","Sheffield Urban Area","Traffic Urban","1991","Summer","07","14","17",54.1691952648915,-1.07524257796657,8.94010901758792,293.602931150305,5.25507273636505,250.342917140465,0.00139499039105345,1285.94668284641,4236542.52459611,0.119529192011338,84.8103522035478,17.9015777515882,14.6277077818033,0.933528128483777,35.3195126568711,18.6362331452553
"South East","Greater London Urban Area","Traffic Urban","1990","Winter","12","01","01",51.4134802777905,-1.63313901424809,52.6569186302007,274.625452396261,1.96703855470779,142.930949306845,-0.0041015139720037,-6.6911569914679,3047564.71692249,0.250462484026046,85.7150941779012,17.7360181180237,25.7790050534536,3.51521487106944,36.4835552021842,18.6343290555117
"Greater London Authority","Greater London Urban Area","Industrial Suburban","1981","Summer","03","02","15",51.0019700614053,-1.16898773567493,-42.4364947738156,282.77667970236,4.47364150873979,167.548122147084,0.000119705524165944,1093.71880959894,3767546.14447885,0.121207707473098,76.835960000352,16.0791080871261,-5.87316482907532,1.37215031468405,40.2894634906034,18.0641590608926
"South West","North West & Merseyside","Traffic Urban","1997","Spring","10","14","21",52.8405694370484,-2.34392602173949,-17.1979631974698,282.604144136754,3.90786565774364,246.833134139573,0.00330631991953066,314.513939554124,1034130.24952217,0.260196843433946,76.2911868253613,17.7579614176155,13.8061513247904,1.44218091088779,36.4584012010225,18.638186986777
"South West","Greater London Urban Area","Background Urban","1990","Summer","01","12","11",52.9616031529562,-0.958098217192941,86.4435530995671,276.963723421704,4.58411563089233,268.414555971608,-0.000399759766162115,809.720830648297,2765618.19359096,0.205421297023791,71.7127908770953,23.4048811632885,13.3842926057019,1.93025906557009,36.4821646330968,18.6409025667193
"East Midlands","Greater London Urban Area","Background Urban","1999","Fall","11","24","10",51.5661901448003,-0.94754999106963,-112.516641076969,274.270342242317,-2.2148886426162,221.156848568707,0.00247232686877538,-117.88846818756,-143295.577580681,0.179663616893869,110.971483046504,18.5849603189196,5.64679763794783,0.620481596063004,32.3762298105338,18.650909861624
"South East","Eastern","Background Urban","1991","Fall","05","17","11",52.4865490378887,-1.26817420245269,118.429104680773,283.776788947375,3.68143998292688,125.453008421719,0.000247445954309031,1034.98649898931,2315518.97998708,0.209918564508527,76.3543875570433,17.7652668433949,13.8133669586383,1.44283860339884,36.4704600606576,18.6421081482127
"East of England","Greater London Urban Area","Background Urban","1993","Winter","05","13","16",52.823495167081,-1.18389850063693,131.833297163733,289.124982316539,1.84953314531041,2.33664218808238,0.000751290624221104,477.460138207908,5002338.48963499,0.120051828446192,84.8662627460021,11.42704410145,21.6559860998507,1.04352132480908,33.2799136215355,18.6311806478676
"West Midlands","South West","Background Urban","1981","Summer","11","21","05",52.889739362946,-2.53619313764369,71.6797853605034,277.569960044133,1.24329123084466,223.226630025625,-0.00126607847256433,6.73247971907766,6957.38238620743,0.275955943020617,76.3896543407049,17.7408591446914,13.8078133458028,1.44335174849721,36.4638134310078,18.6392541866389
"Greater London Authority","South East","Traffic Urban","1996","Fall","06","16","21",53.4736943778294,-0.0363060044206442,-5.01308312587118,288.948583804452,2.39257989534314,81.3300143872514,-0.000225492024122716,246.683344248632,8921377.85489405,0.0888340368102991,107.94441115131,17.7401667658857,31.2573413939083,2.23412522376634,36.5289302890438,18.6385696775031
"West Midlands","South East","Traffic Urban","1994","Summer","11","08","02",53.540485159657,-2.99817006192281,114.755552706753,281.745893336051,5.96223886711866,138.429910494561,-0.00102952214197001,580.176896640339,2230907.38637898,0.199906595998716,76.3353464124886,17.7607893311118,13.7821113820602,1.44316336840528,36.4705828604229,18.646440071908
"North East","West Midlands","Traffic Urban","1994","Spring","02","20","20",49.5890902591203,1.54596490422881,44.259057274107,276.706034982291,6.21845939666966,47.8230584888025,0.00448846653412016,37.5025122924829,-2956155.70755745,0.251728142812616,76.3542117017572,17.7364490869702,13.8205549531947,1.44190696644351,36.498869377791,18.649780597668
"West Midlands","Greater London Urban Area","Background Urban","1991","Spring","06","09","13",54.4743399067784,0.806540151958768,210.960344808038,282.733130637291,6.60609133912682,213.062963516357,0.00196643632233259,1684.30927324911,5436595.82702643,0.169595435154031,115.962392232406,30.2068594000229,30.2850665474491,2.79077940269393,36.4730496814561,18.6326524135223
"North West","Greater London Urban Area","Background Suburban","1999","Spring","03","16","07",52.9794416399027,-0.54453518835025,103.781540750542,277.646311346771,3.1193111183127,265.047236316282,-0.000791236375452976,517.375043217317,219259.220953317,0.195134726309944,31.9986604848713,45.7818378515137,-8.46623539501203,0.365558719996141,18.6375799735098,18.6600957992405
"North West","Eastern","Background Urban","1983","Summer","01","15","16",51.7732162790002,-2.83446732225883,218.050226152524,280.807278430591,6.37705480625701,297.510785607425,0.00206750788945856,723.378363869854,-56825.3754284428,0.223965299894788,76.2436005469588,17.7905587854737,13.8067972787608,1.44233388546221,36.4683005664282,18.6377963499397
"South East","West Midlands Urban Area","Background Urban","1986","Fall","11","23","02",51.1335740539795,-0.659094352482662,10.0439772113523,281.10902642809,11.1669891927753,271.944776493885,-0.000430334797634303,1090.97834926291,4892600.52630137,0.185032498687931,76.3523574602099,17.74087672265,13.8145923630409,1.44105027825625,36.4718241725633,18.6412653343996
"Yorkshire and The Humber","Sheffield Urban Area","Traffic Urban","1990","Fall","06","26","00",53.5071979191154,-3.21513589782015,158.50729755507,287.668930699488,3.65604874419248,195.394116320697,-0.000351880451232725,298.069732774974,7263927.99155407,0.274090144838002,73.5427709949066,16.9960640749314,6.33086484862934,0.933528158023624,8.37925831749134,18.6911721225809
"North West","East Midlands","Background Urban","1992","Summer","07","05","23",52.8291203373135,-1.51065592834264,143.033323761309,289.53890286154,7.40028398805454,-47.5726032414691,0.00337001422512812,1221.01542770329,896139.281473661,0.19137364389738,76.3362454996071,17.7519125682204,13.8236558701273,1.44073351777589,36.4637882297505,18.6422959093062
"Greater London Authority","West Midlands","Background Urban","1997","Summer","05","11","10",53.7105450608152,-0.212964429362785,115.064359852251,286.152564464045,11.1050175846073,207.050757881165,0.00321191502409815,751.539484185733,-235131.478209875,0.13951462048606,-16.0502799010299,65.6571758447981,7.25901555110421,1.43968049887771,2.81277440516736,18.6417877122888
"West Midlands","North West & Merseyside","Background Urban","1989","Spring","04","17","20",52.3726425717839,-0.152018006329933,210.65649231471,281.476143378954,5.98905874873614,50.0510769236881,0.000787414196054772,765.372388727508,4025943.00856854,0.166881775419882,76.2726781716537,17.7374262238835,13.7905127447667,1.44206074001329,36.4953915528421,18.6423992333916
"East of England","Yorkshire & Humberside","Background Rural","1998","Fall","02","26","14",52.1573343838229,-1.14007522862097,160.634602071237,283.184985159055,7.97018563379168,241.708934698774,0.000232436627983802,1021.79923355087,1983659.02805847,0.126094232886078,76.2935672740025,91.6045626450205,13.8041739846467,1.44203339064977,35.1306674244558,18.6480494371963
"South East","Eastern","Traffic Urban","1982","Spring","02","01","08",55.0777429206012,-1.47177677305279,154.097515797138,275.638782866117,1.75643956946911,210.154754583166,-0.0009362957213286,109.785870585185,618235.948527001,0.214212066536461,76.650517671642,17.748330646013,13.7870152996012,1.44252779863487,36.4668700617283,18.6444651655095
"North West","North West & Merseyside","Traffic Urban","1984","Winter","03","02","10",50.0507425967703,-0.857982661594722,177.366275934416,281.397003908524,15.6441321433888,308.5457088164,0.00472459865495062,1409.4689976068,-759485.611234167,0.245844133139791,76.3204996310256,17.7514931872128,13.8039339382165,1.4419214565347,36.4743919830463,18.6384976717004
"South East","South East","Traffic Urban","1992","Winter","09","25","01",52.9029472461435,-3.12778294115049,0.966077320409369,285.700921241711,1.90028291322317,167.794126166916,0.00156744451275556,135.512558966536,4997993.86567437,0.268796704888212,76.2925927780911,17.7319868939792,13.7936543729061,1.44136703120114,36.4657355492748,18.6448526208757
"East Midlands","East Midlands","Background Urban","1997","Fall","05","09","21",52.89577694834,-1.64069176350713,119.377855295989,289.493113996227,5.78103616625766,271.240520103432,0.00123497799281624,809.139834274403,7745073.78912729,0.163487048930545,76.2932743084902,17.749240684799,13.8119090977135,1.44148654578277,36.478867884379,18.6476708535825
